artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Ali Farka Touré,Naweye Toro,263827,False,2005,0,0.387,0.419,5,-9.712,1,0.0394,0.723,0.772,0.0923,0.581,173.706,afrobeat
Koffi Olomide,Stephie,348240,False,1991,0,0.649,0.652,0,-12.807,1,0.0492,0.688,0.0011,0.0385,0.86,120.444,afrobeat
Mulatu Astatke,Mulatu,301747,False,1969,0,0.463,0.406,1,-15.143,1,0.0602,0.508,0.182,0.128,0.722,155.862,afrobeat
Youssou N'Dour,4-4-44,216107,False,2007,23,0.761,0.77,2,-6.035,1,0.0381,0.107,8.06e-05,0.1,0.468,121.965,afrobeat
Amadou & Mariam,Nebe Miri - feat. Theophilus London,188040,False,2012,0,0.738,0.813,5,-7.095,1,0.029,0.0264,0.000335,0.826,0.74,100.003,afrobeat
Ice Prince,Oleku,289493,False,2012,0,0.556,0.718,1,-4.505,0,0.181,0.347,1.69e-06,0.259,0.811,162.074,afrobeat
Fela Kuti,Funky Horn,284187,False,1994,11,0.508,0.777,5,-6.873,1,0.112,0.00867,0.814,0.317,0.468,121.334,afrobeat
Tinariwen,Imidiwan Win Sahara,223613,False,2011,0,0.734,0.68,1,-7.094,0,0.0386,0.729,0.00714,0.109,0.826,94.62,afrobeat
Ruff-N-Smooth,Azingele,284552,False,2011,19,0.802,0.737,1,-7.64,1,0.0892,0.176,0.0,0.0865,0.932,120.018,afrobeat
Youssou N'Dour,Jealous Guy,239093,False,2007,23,0.635,0.487,7,-9.546,1,0.0294,0.699,0.0288,0.13,0.695,139.185,afrobeat
Sierra Leone's Refugee All Stars,Global Threat,312040,False,2010,0,0.587,0.714,1,-5.155,0,0.124,0.505,0.0006,0.572,0.871,151.986,afrobeat
King Sunny Ade,Yoruba,232040,False,1995,17,0.629,0.544,5,-15.811,0,0.0557,0.52,0.0208,0.165,0.963,118.925,afrobeat
Etran Finatawa,Iriarer - Bonus Track,296667,False,2010,0,0.392,0.542,7,-6.445,0,0.0611,0.162,0.0,0.135,0.307,171.78,afrobeat
Amadou & Mariam,Wily Kataso - feat. Tunde & Kyp of TV On The Radio,264293,False,2012,0,0.669,0.77,0,-5.928,0,0.0418,0.0975,3.98e-06,0.119,0.882,93.933,afrobeat
Tinariwen,Tenere Taqqim Tossam,253320,False,2011,0,0.744,0.802,11,-8.19,0,0.13,0.82,0.00259,0.108,0.865,98.824,afrobeat
Fuse ODG,Azonto (feat. Tiffany),200653,False,2013,19,0.898,0.883,6,-3.13,1,0.167,0.192,0.0,0.0842,0.963,125.963,afrobeat
Everclear,Santa Monica,191507,False,1995,70,0.491,0.942,7,-5.333,1,0.132,0.156,0.0,0.367,0.387,100.446,rock
Porno for Pyros,Tahitian Moon,227160,False,1999,20,0.374,0.716,7,-8.656,1,0.034,0.000285,0.00111,0.195,0.35,136.757,rock
Neutral Milk Hotel,Two-Headed Boy,266107,False,1998,0,0.342,0.613,7,-4.084,1,0.0311,0.705,0.0,0.14,0.267,145.84,alt-rock
The Velvet Underground,Oh! Sweet Nuthin',450307,False,1995,0,0.423,0.497,5,-11.512,1,0.0281,0.299,0.000208,0.118,0.564,76.374,rock
Semisonic,Gone To The Movies,232200,False,1998,0,0.682,0.32,0,-10.017,1,0.0259,0.584,0.000784,0.0951,0.612,98.091,alt-rock
Mother Love Bone,Chloe Dancer/Crown Of Thorns,502040,False,1992,49,0.353,0.362,2,-13.502,1,0.031,0.0894,3.38e-05,0.114,0.267,141.285,rock grunge
The Afghan Whigs,Algiers,243347,False,2014,0,0.613,0.781,9,-6.887,0,0.0297,0.0317,0.141,0.103,0.694,114.999,alt-rock
Thirty Seconds To Mars,Do Or Die,247813,False,2013,22,0.515,0.825,2,-5.513,1,0.0562,0.00177,1.13e-06,0.153,0.432,135.078,rock
Dishwalla,Counting Blue Cars,340973,False,1996,13,0.544,0.705,11,-7.308,0,0.0273,0.15,4.63e-06,0.864,0.323,97.493,alt-rock
Brendan Benson,It's Your Choice,214932,False,2013,0,0.393,0.768,2,-6.222,1,0.0267,0.00622,0.00602,0.354,0.746,170.023,alt-rock
Pixies,Indie Cindy,281120,False,2014,0,0.428,0.803,8,-4.394,0,0.0293,0.000164,1.6e-05,0.0776,0.482,77.534,rock
Nada Surf,I Wanna Take You Home,219347,False,2014,0,0.421,0.788,2,-7.121,1,0.0298,0.000236,0.000151,0.174,0.45,101.971,alt-rock
Vertical Horizon,Broken over You,291342,False,2013,0,0.516,0.809,3,-5.571,1,0.0324,0.00431,0.00257,0.123,0.22,133.979,alt-rock
Robyn Hitchcock,Somebody To Break Your Heart,141907,False,2014,0,0.482,0.472,2,-7.873,1,0.0555,0.801,2.47e-05,0.324,0.791,163.851,alt-rock
Polvo,Total Immersion,386227,False,2013,0,0.399,0.867,2,-6.71,1,0.0336,0.000332,0.395,0.117,0.477,127.678,alt-rock
Buckcherry,Crazy B*tch,202733,True,2006,0,0.654,0.974,1,-3.304,0,0.0861,0.0209,0.0,0.0865,0.679,98.044,rock
Sleater-Kinney,Entertain,295667,False,2005,0,0.359,0.943,11,-2.312,0,0.0743,0.0126,0.00235,0.272,0.327,144.44,alt-rock
Matchbox Twenty,She's so Mean,232320,False,2012,59,0.672,0.875,0,-3.728,1,0.0378,0.0136,0.0,0.279,0.676,118.014,alt-rock
Jet,Cold Hard Bitch,243200,False,2003,60,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,rock
The Sugarcubes,Birthday,239533,False,1988,47,0.325,0.657,0,-8.203,1,0.0422,0.0276,0.000345,0.0788,0.221,183.156,alt-rock
Redd Kross,Yesterday Once More,237840,False,1994,26,0.339,0.803,6,-6.038,1,0.0354,0.00392,9.61e-06,0.112,0.44,97.711,alt-rock
Guster,Satellite,273160,False,2006,21,0.545,0.747,6,-6.304,0,0.0288,0.0035,0.0525,0.118,0.641,131.936,alt-rock
The Offspring,"You're Gonna Go Far, Kid",178333,True,2014,0,0.547,0.877,9,-5.135,0,0.0658,0.00485,0.0,0.247,0.611,126.083,punk rock
The Presidents Of The United States Of America,Peaches,171693,False,1995,43,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,rock grunge
Eve 6,Inside Out,219467,False,1998,67,0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,alt-rock
The Dead Milkmen,The Great Boston Molasses Flood,231576,True,2013,0,0.475,0.911,9,-4.49,1,0.0783,0.00347,0.00211,0.135,0.693,116.37,punk
Blur,Song 2,121880,False,2009,13,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.701,rock
Seether,Keep The Dogs At Bay,264133,False,2014,23,0.484,0.857,5,-4.239,1,0.0396,0.000283,0.00265,0.0944,0.548,174.012,alt-rock
Jimmy Eat World,I Will Steal You Back,208600,False,2013,33,0.377,0.781,11,-5.191,0,0.0477,0.00206,0.621,0.568,0.317,161.888,emo rock
Interpol,Everything Is Wrong,212853,False,2014,0,0.473,0.848,6,-4.745,0,0.0371,4.42e-05,0.915,0.645,0.432,125.99,rock
Hinder,Better Than Me,222133,False,2005,32,0.444,0.681,2,-5.299,0,0.0288,0.194,0.0,0.143,0.261,139.937,alt-rock
Marcy Playground,Sex & Candy,173493,False,1997,69,0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,rock grunge
The National,I Need My Girl,245240,True,2013,0,0.523,0.438,0,-11.49,0,0.0356,0.867,0.0723,0.123,0.106,126.028,alt-rock
Melissa Auf der Maur,Taste You,279133,False,2004,30,0.58,0.582,4,-6.333,0,0.0475,0.63,0.188,0.0887,0.447,124.907,alt-rock
Fugazi,Waiting Room,173267,False,1989,54,0.616,0.727,1,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,punk rock
Giant Drag,Drugs (Live at Leeds),140816,False,2014,0,0.372,0.918,4,-3.271,0,0.0856,0.402,0.172,0.525,0.0645,124.576,alt-rock
OK Go,The Writing's on the Wall,214707,False,2014,0,0.547,0.967,7,-3.648,1,0.0534,0.0198,0.000424,0.721,0.662,103.026,rock
Gavin Rossdale,Love Remains The Same,249440,False,2012,0,0.406,0.632,4,-5.115,1,0.0344,0.236,0.0,0.18,0.109,149.258,alt-rock
Wheatus,Holiday (Single Mix),183345,False,2014,1,0.475,0.801,11,-4.349,1,0.0353,0.0228,2.86e-05,0.134,0.418,96.205,alt-rock
fIREHOSE,Brave Captain,195800,True,1986,40,0.438,0.826,2,-8.616,1,0.0469,0.0678,7.2e-06,0.0267,0.766,171.45,punk
Creed,With Arms Wide Open,274800,False,1999,64,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,rock
Superchunk,Driveway to Driveway,281033,False,1994,0,0.495,0.762,9,-6.289,1,0.0271,0.0442,0.24,0.308,0.405,93.581,emo
The Shins,So Now What,218240,False,2014,0,0.353,0.71,6,-5.594,0,0.0323,0.3,0.563,0.162,0.257,79.94,alt-rock
Eleventh Dream Day,Raft Song,375941,False,2013,0,0.318,0.676,7,-10.54,1,0.0304,0.00532,0.667,0.107,0.638,123.259,alt-rock
L7,Pretend We're Dead,235093,False,1992,58,0.569,0.789,4,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,punk rock grunge
Veruca Salt,Seether,196573,False,1994,52,0.612,0.848,8,-9.178,1,0.0463,0.00291,0.00319,0.0687,0.632,136.196,grunge
Spiritualized,Hey Jane,531400,False,2012,0,0.331,0.946,2,-4.513,1,0.0498,0.268,0.000659,0.144,0.325,167.083,alt-rock
Deerhunter,The Missing,220859,False,2013,0,0.585,0.826,11,-5.975,1,0.0291,0.12,0.524,0.314,0.514,123.39,alt-rock
Nada Surf,Popular,220587,False,1996,56,0.444,0.884,7,-6.104,1,0.119,0.00751,8.94e-05,0.116,0.296,94.82,alt-rock
Eddie Vedder,Long Nights,151773,False,2007,0,0.473,0.312,5,-13.052,1,0.0304,0.686,0.00291,0.168,0.0893,109.162,rock
Placebo,A Million Little Pieces,280733,False,2013,0,0.531,0.858,1,-6.589,1,0.0326,0.0062,0.0434,0.204,0.606,174.007,rock
The Presidents Of The United States Of America,Slow Slow Fly,205060,False,2014,24,0.769,0.559,1,-6.267,1,0.0465,0.169,0.0387,0.141,0.861,129.074,rock grunge
The Flaming Lips,Lucy in the Sky with Diamonds (feat. Miley Cyrus & Moby),347519,False,2014,32,0.21,0.667,2,-2.667,1,0.04,0.0865,0.00325,0.467,0.0816,119.099,rock
The Coral,Wrapped In Blue,188507,False,2014,0,0.559,0.61,1,-11.817,0,0.0362,0.0594,0.0291,0.128,0.571,93.963,rock
Better Than Ezra,Undeniable,205093,False,2014,18,0.702,0.787,11,-4.593,0,0.0258,0.107,0.0,0.129,0.966,91.988,alt-rock
CAKE,The Distance,179600,False,1996,58,0.456,0.752,11,-8.121,0,0.09,0.0095,0.00145,0.0573,0.897,183.569,rock
Jane's Addiction,Jane Says,287000,False,1988,65,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,rock grunge
Les Savy Fav,Patty Lee,231933,False,2007,28,0.571,0.923,9,-5.16,0,0.0438,0.00119,0.000521,0.114,0.776,129.974,alt-rock
Morphine,Buena,199667,False,1993,53,0.566,0.494,10,-12.242,0,0.0619,0.106,0.179,0.133,0.591,96.641,alt-rock
Fuel,Hemorrhage (In My Hands),236867,False,2000,62,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,rock
Faith No More,Ashes to Ashes,217333,False,2003,17,0.57,0.866,2,-6.106,0,0.0281,9.87e-05,0.000355,0.144,0.358,98.551,rock
Butthole Surfers,Pepper,297267,False,1996,63,0.631,0.804,7,-5.492,1,0.166,0.00589,0.00116,0.16,0.671,79.898,punk grunge
Dismemberment Plan,Invisible,218533,False,2013,7,0.51,0.904,2,-5.79,1,0.0975,0.0774,0.000117,0.191,0.292,136.453,emo
R.E.M.,ÜBerlin,253827,False,2011,0,0.599,0.747,7,-4.691,0,0.0282,0.000856,0.00331,0.225,0.264,133.989,rock
Violent Femmes,American Music,230573,False,2005,0,0.537,0.704,0,-7.436,1,0.0452,0.086,3.21e-05,0.114,0.795,133.923,punk rock
The Thermals,The Sunset,171739,False,2013,0,0.409,0.947,7,-4.848,1,0.0693,0.032,0.000711,0.25,0.4,138.175,alt-rock
King Missile,Our Jungle,259040,False,1993,2,0.686,0.758,6,-10.33,0,0.0699,0.116,0.0145,0.0426,0.267,140.736,alt-rock
Bob Mould,I Don't Know You Anymore,175880,False,2014,0,0.455,0.979,9,-4.517,1,0.0499,0.00364,0.0118,0.491,0.538,141.974,alt-rock
Alice In Chains,Man in the Box,287627,True,2001,30,0.339,0.854,8,-4.577,1,0.0493,0.00144,0.0,0.0942,0.675,106.145,rock grunge
Mudhoney,In 'n' Out of Grace,331000,False,1988,0,0.315,0.921,4,-8.472,1,0.0748,0.000335,0.149,0.312,0.489,150.985,punk rock grunge
The Mountain Goats,Amy aka Spent Gladiator 1,147133,False,2012,0,0.657,0.834,10,-7.643,0,0.0792,0.0899,0.216,0.234,0.832,156.898,alt-rock
The White Stripes,Icky Thump,254533,False,2007,0,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,rock
311,Five of Everything,231819,False,2014,10,0.642,0.815,4,-8.314,1,0.0503,0.0293,1.53e-06,0.238,0.894,98.946,rock
Pavement,Gold Soundz,159973,False,1994,0,0.448,0.61,9,-9.38,1,0.0313,0.0663,0.0,0.101,0.478,126.579,rock
Archers Of Loaf,Web In Front,125253,False,1993,4,0.56,0.797,9,-11.535,1,0.0312,0.169,0.000208,0.27,0.942,134.863,emo
Bush,Man On the Run,263040,False,2014,19,0.478,0.827,9,-5.378,1,0.0387,0.00891,1.41e-06,0.361,0.277,157.825,rock grunge
Temple Of The Dog,Hunger Strike,246267,False,1990,67,0.373,0.567,7,-10.835,1,0.032,0.0236,3.47e-06,0.0916,0.298,137.789,rock grunge
Staind,Something to Remind You,247053,False,2011,21,0.414,0.295,10,-9.271,0,0.033,0.846,0.0,0.079,0.218,125.833,rock
Talking Heads,Psycho Killer,260507,False,1977,48,0.721,0.401,2,-12.139,1,0.0661,0.0586,0.00259,0.122,0.944,123.384,rock
Half Japanese,In Its Pull,158572,False,2014,0,0.537,0.942,0,-3.885,1,0.176,0.00178,1.44e-06,0.107,0.372,119.195,alt-rock
Sugar Ray,Someday,242800,False,1998,61,0.745,0.682,1,-4.39,0,0.0287,0.0105,0.0862,0.21,0.938,110.857,rock
Secret Machines,Nowhere Again,253467,False,2004,37,0.44,0.904,4,-6.345,1,0.0494,3.98e-05,0.153,0.0976,0.252,144.545,alt-rock
Bob Mould,The War,220787,False,2014,0,0.348,0.952,7,-5.257,1,0.0699,0.00126,0.00157,0.352,0.185,149.981,alt-rock
Ours,Devil,264122,False,2013,0,0.417,0.567,9,-6.82,0,0.03,0.331,1.08e-06,0.36,0.213,138.923,alt-rock
Fun Lovin' Criminals,Scooby Snacks,184733,True,1996,0,0.765,0.563,2,-8.546,1,0.0352,0.0136,0.0589,0.0786,0.336,104.601,alt-rock
...And You Will Know Us by the Trail of Dead,The Doomsday Book,212010,False,2014,0,0.22,0.869,2,-7.47,1,0.0577,1.93e-05,0.622,0.597,0.442,125.913,alt-rock
Dinosaur Jr.,Feel The Pain - 2007 Remastered,257947,False,2007,0,0.34,0.805,0,-8.323,1,0.049,0.00264,0.0764,0.0482,0.836,131.404,punk rock grunge
Blonde Redhead,Mind to Be Had,526873,False,2014,23,0.656,0.628,5,-12.843,0,0.0315,0.2,0.697,0.103,0.315,134.987,alt-rock
Dave Grohl,If I Were Me,250600,False,2013,45,0.428,0.461,4,-9.206,0,0.0249,0.0838,1.07e-05,0.113,0.361,92.569,alt-rock
Three Days Grace,I Am Machine,200133,False,2014,0,0.425,0.96,2,-4.61,0,0.0561,1.04e-05,1.41e-06,0.158,0.45,149.938,alt-rock
Mazzy Star,California,323173,False,2013,18,0.351,0.255,7,-14.803,1,0.0297,0.751,0.0379,0.182,0.0369,154.363,alt-rock
Sebadoh,Skull - Remastered,144973,False,1994,0,0.281,0.635,6,-9.885,1,0.0315,8.87e-05,0.495,0.111,0.386,138.544,alt-rock
Half Japanese,Do It Nation,257075,False,2014,0,0.499,0.968,11,-3.544,1,0.0724,0.232,0.176,0.122,0.649,136.307,alt-rock
311,Amber,211080,False,2004,63,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,rock
Three Days Grace,Painkiller,178853,False,2014,0,0.475,0.941,6,-3.969,0,0.0493,0.000173,0.0,0.0444,0.509,88.95,alt-rock
Evan Dando,Looking For Space,219320,False,2013,0,0.524,0.459,4,-8.737,1,0.0284,0.337,0.0017,0.135,0.658,114.235,alt-rock
Nada Surf,Everyone's On Tour,159240,False,2014,0,0.37,0.917,0,-4.741,1,0.042,2.92e-05,2.82e-05,0.227,0.432,151.108,alt-rock
Spoon,Do You,212653,False,2014,53,0.674,0.936,4,-2.166,1,0.0271,0.0756,0.000748,0.192,0.948,128.083,rock
The Rentals,It's Time To Come Home,240328,False,2014,23,0.469,0.662,8,-9.598,1,0.0528,0.000773,0.669,0.0908,0.136,168.096,alt-rock
The Thermals,The Howl Of The Winds,149822,False,2013,0,0.415,0.884,0,-4.02,1,0.0513,0.0589,0.848,0.287,0.622,113.128,alt-rock
Two Door Cinema Club,Handshake,211093,False,2012,0,0.556,0.834,0,-5.007,0,0.0269,8.91e-05,0.348,0.45,0.827,130.989,rock
The Fratellis,Chelsea Dagger,215173,False,2007,63,0.512,0.817,7,-3.154,1,0.142,0.0505,0.0,0.0775,0.552,154.607,rock
Sir Sly,Gold,231413,False,2013,29,0.478,0.839,10,-3.852,0,0.0556,0.372,0.000733,0.317,0.276,90.081,alternative
The Bravery,Believe,226347,False,2007,59,0.385,0.949,8,-3.369,1,0.0459,0.00501,2.13e-06,0.113,0.517,166.137,rock
A Day To Remember,If It Means a Lot to You,243227,False,2009,1,0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.44,126.996,metalcore
Imagine Dragons,Cha-Ching (Till We Grow Older),248800,False,2012,47,0.515,0.867,7,-6.131,1,0.0391,0.0041,7.5e-06,0.076,0.134,129.971,rock
Chad Valley,I Owe You This (feat. Twin Shadow),195000,False,2012,0,0.57,0.794,9,-6.009,0,0.0311,0.142,1.57e-06,0.156,0.51,126.008,alternative
Atlas Sound,Mona Lisa,185827,False,2011,0,0.551,0.788,7,-10.594,1,0.0337,0.339,0.000582,0.0945,0.792,124.995,alternative
Franz Ferdinand,Take Me Out,237027,False,2004,0,0.279,0.664,9,-8.851,1,0.0371,0.000389,0.000655,0.133,0.49,104.56,rock
311,Amber,211080,False,2004,63,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,rock
Arctic Monkeys,Old Yellow Bricks,193227,False,2007,0,0.66,0.837,0,-4.315,1,0.0682,0.000147,6.62e-06,0.0788,0.757,135.158,rock
Bastille,Bad Blood,212613,False,2013,47,0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,pop
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,alternative
Woods,Give Your Light Off,259048,False,2012,3,0.312,0.442,0,-11.689,0,0.033,0.888,0.977,0.218,0.281,116.869,alternative
The Killers,Mr. Brightside,222587,False,2004,74,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,rock
The Cranberries,Linger,274707,False,1993,74,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,alternative
Taking Back Sunday,MakeDamnSure,208280,False,2006,0,0.553,0.837,6,-5.608,1,0.0452,0.00941,0.0,0.372,0.432,140.495,emo
Radical Face,"Welcome Home, Son",285320,False,2007,0,0.601,0.537,6,-9.464,1,0.0296,0.743,0.732,0.143,0.394,144.994,alternative
Incubus,Dig,257253,False,2006,61,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577,rock
Modest Mouse,Float On,208467,False,2004,71,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,rock
Body Language,I'm a Mess,182365,False,2013,8,0.682,0.592,1,-7.225,0,0.0439,0.392,7.11e-05,0.135,0.772,93.202,alternative
The Features,From Now On,201213,False,2011,48,0.449,0.905,9,-6.603,1,0.0525,0.00443,0.000531,0.0447,0.321,146.354,alternative
Red Hot Chili Peppers,Otherside,255373,False,1999,58,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,alternative
Vampire Weekend,Cousins,145267,False,2010,0,0.499,0.809,11,-5.132,1,0.206,0.00123,0.0,0.0707,0.808,176.11,alternative
Imagine Dragons,It's Time,237987,False,2012,66,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,rock
System Of A Down,B.Y.O.B.,255467,True,2005,75,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,rock
Coldplay,Clocks,307880,False,2002,78,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,pop
Radiohead,Everything in Its Right Place,251427,False,2000,0,0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,rock
Gorillaz,DARE,245000,False,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,alternative
Little Comets,A Little Opus,227360,False,2012,30,0.581,0.907,1,-7.259,0,0.0378,0.0777,7.24e-06,0.313,0.957,152.03,alternative
Train,Drops of Jupiter (Tell Me),259933,False,2001,77,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,pop
Coldplay,Talk,311292,False,2005,61,0.415,0.554,7,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,pop
El Ten Eleven,Yellow Bridges,366027,False,2012,0,0.521,0.903,4,-7.219,1,0.033,0.000815,0.718,0.0953,0.646,96.49,alternative
Three Days Grace,Animal I Have Become,231400,False,2006,72,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,alternative
Muse,Time is Running Out,237040,False,2004,67,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,rock
Kasabian,Fire,251947,False,2009,41,0.526,0.74,10,-5.667,1,0.0311,0.0874,0.126,0.108,0.166,117.032,rock
Marilyn Manson,The Beautiful People,222773,True,2004,49,0.609,0.95,9,-4.898,1,0.116,0.00423,0.06,0.0433,0.771,144.017,industrial
Stone Sour,Through Glass,282947,False,2006,49,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,rock
Two Door Cinema Club,I Can Talk,175907,False,2010,0,0.474,0.774,9,-4.857,0,0.214,2.75e-05,0.179,0.32,0.641,162.978,rock
Coldplay,Yellow,266773,False,2000,86,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,pop
Creed,Higher,326293,False,2004,0,0.46,0.822,2,-6.338,1,0.0375,4.99e-05,0.00014,0.147,0.448,155.766,rock
Thirty Seconds To Mars,Up In The Air,277120,True,2013,0,0.471,0.826,11,-6.014,0,0.0897,0.00685,0.0,0.187,0.422,124.033,rock
Sublime,What I Got,171067,True,1996,0,0.795,0.706,7,-7.494,1,0.101,0.0172,0.000384,0.326,0.623,95.593,alternative
Passion Pit,Carried Away,221973,False,2012,58,0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,alternative
Arctic Monkeys,Snap Out Of It,193030,False,2013,0,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,rock
Coldplay,Violet Hill,222653,False,2008,62,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,pop
Collective Soul,Shine,306040,False,2005,0,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,rock
Nirvana,In Bloom - Nevermind Version,253440,False,2002,0,0.438,0.851,10,-5.802,0,0.0505,2.67e-05,0.000136,0.301,0.592,157.088,rock grunge
Plain White T's,Rhythm Of Love,200200,False,2010,61,0.531,0.542,8,-7.721,1,0.0432,0.356,0.0,0.119,0.726,171.878,alternative
Muse,Madness,281040,False,2012,66,0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301,rock
Panic! At The Disco,The Ballad of Mona Lisa,226680,False,2011,67,0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.103,0.0794,124.113,alternative
King Krule,The Noose of Jah City,241360,False,2011,0,0.581,0.509,4,-8.999,1,0.0338,0.813,0.0127,0.0874,0.0368,109.0,alternative
Young Dreams,Fog of War,265500,False,2012,1,0.53,0.645,10,-8.086,1,0.0321,0.347,0.00017,0.102,0.224,137.863,alternative
The Smiths,This Charming Man - Single Version; 2008 Remaster,163053,False,2008,48,0.592,0.867,8,-4.447,0,0.049,0.00658,0.0,0.0818,0.696,103.92,rock
Florence + The Machine,Cosmic Love,255133,False,2009,60,0.524,0.803,9,-5.56,0,0.0366,0.145,0.000191,0.115,0.0827,140.003,pop
Jane's Addiction,Jane Says,287000,False,1999,32,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,rock grunge
Fall Out Boy,I Don't Care,218880,False,2009,42,0.532,0.923,6,-3.837,0,0.058,0.0018,1.29e-05,0.339,0.516,133.976,emo rock
Imagine Dragons,Tiptoe,193000,False,2012,52,0.527,0.82,6,-5.855,1,0.0325,0.00157,1.88e-05,0.0882,0.25,120.041,rock
The xx,Islands,160720,False,2009,0,0.871,0.472,4,-11.077,1,0.0756,0.74,0.286,0.145,0.707,124.04,alternative
Sublime,Santeria,183200,False,1996,0,0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356,alternative
Franz Ferdinand,No You Girls,220453,False,2009,0,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,0.899,104.781,rock
Of Monsters and Men,Mountain Sound,211453,False,2012,62,0.379,0.879,1,-4.336,0,0.0362,0.0421,0.00449,0.146,0.37,102.021,alternative
Panic! At The Disco,Miss Jackson (feat. LOLO),192053,False,2013,64,0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,0.662,82.002,alternative
Twin Atlantic,Free,206835,False,2012,0,0.201,0.932,2,-3.272,0,0.152,9.51e-05,0.125,0.372,0.212,81.208,alternative
Vampire Weekend,Unbelievers,202667,False,2013,0,0.644,0.811,11,-7.681,1,0.0499,0.142,0.000629,0.169,0.831,154.903,alternative
Bleachers,I Wanna Get Better,204400,False,2014,47,0.456,0.891,9,-7.004,1,0.106,0.00266,7.99e-06,0.281,0.385,190.024,alternative
Coldplay,A Sky Full of Stars,267867,False,2014,57,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,pop
alt-J,Tessellate,181400,False,2012,54,0.702,0.607,2,-6.509,1,0.0405,0.364,0.0271,0.123,0.436,116.969,alternative
Owl Eyes,Love Run Dry,206920,False,2012,0,0.377,0.674,8,-7.109,1,0.064,0.132,2.51e-05,0.0881,0.52,113.363,alternative
Two Door Cinema Club,Sleep Alone,236440,False,2012,0,0.534,0.755,0,-4.943,1,0.043,0.000102,0.00226,0.0927,0.519,148.008,rock
Smash Mouth,All Star,200560,False,2005,0,0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,alternative
